,percent_college,rate_unemployment
7941,52.59881730469969,10.8674304418985
7527,75.0877192982456,5.43219666931007
3017,65.5241935483871,7.65124555160142
1895,49.4356659142212,15.1881720430108
6213,92.7523727351165,3.71009490940466
1155,55.966469428007905,9.64325529542921
490,58.0645161290323,24.2030696576151
855,51.92982456140351,8.226495726495731
7296,87.63714209258761,7.05289672544081
3995,60.9305289993627,11.8920837770678
2652,94.0719830628088,3.29320113314448
2698,63.2056849585472,11.6195603409601
2586,53.272405660377395,11.6655651024455
2615,51.197604790419206,31.1893203883495
2382,68.6609686609687,9.73913043478261
4371,51.90449118817509,11.509900990099
5430,73.3197556008147,4.80602200347423
7315,52.40443896424169,13.2780082987552
6864,46.2532299741602,6.97247706422018
1409,34.7743165924984,8.09968847352025
7462,71.2897526501767,10.674723061429999
360,48.9821882951654,10.6734006734007
2991,69.3087803576194,7.73647627682079
5377,48.2470784641068,10.9613130128957
3510,25.648097076668503,18.3345246604718
4148,55.9034572733203,10.828547990155899
1724,42.5556858147714,10.6077348066298
5044,50.1993797075764,5.19612837493632
1585,66.2128712871287,2.7895181741335597
5118,46.9046543154089,8.22440087145969
181,38.689407540394996,15.1376146788991
3348,79.4407894736842,3.27868852459016
2695,52.5612472160356,17.563739376770503
6698,60.6291706387035,7.866666666666671
223,91.683569979716,3.7261294829995304
431,35.7338195077484,21.807228915662698
4893,79.8762736535662,4.65213746856664
7879,63.1129389433724,6.87697160883281
4992,60.9530583214794,8.47619047619048
6134,52.4132730015083,10.380779691749801
7936,93.7226277372263,6.63243474540009
5255,55.9227748691099,8.763277693474961
253,42.6768750886148,12.488191951634201
5958,72.9166666666667,6.52019844082211
6722,55.134041476985296,8.08940926024481
7091,86.2327909887359,2.57628814407204
7592,46.9957902793724,7.00447093889717
2754,53.30347144456889,14.9222065063649
1117,55.095738109944406,13.5474860335196
6104,73.3709981167608,8.49509496973492
1488,74.3634461109173,8.63963622584312
7979,65.4320987654321,2.70627062706271
3270,49.7931034482759,15.4373236598146
52,69.39586645469001,9.910802775024779
4640,29.933110367893,15.0462962962963
3699,84.09228901032179,5.033557046979871
5268,33.1896551724138,9.0
5346,65.210843373494,3.5844155844155803
4481,72.1633554083885,4.180138568129331
470,41.557342361405,3.84241245136187
927,73.546511627907,9.43745373797187
5173,58.424908424908395,12.030075187969901
783,72.9357798165138,4.95006513243595
7299,94.2302507414397,3.8068965517241398
6754,63.23981552651809,8.61088545897644
4000,47.5334255417243,15.9621802002225
2935,68.9643347050754,7.69230769230769
4277,61.4237288135593,21.846846846846802
6911,79.9079112599414,2.05435753477096
7791,72.04301075268819,7.95902285263987
2909,52.2448979591837,6.33587786259542
7311,41.1313131313131,8.096468561584839
5163,93.23813523729521,2.82317979197623
2849,74.39903846153851,11.5577889447236
1075,78.5548865215377,11.6675839295542
3305,45.9459459459459,11.0128261831048
6050,36.6770079283006,9.63529941467807
7882,52.0905923344948,5.27295285359801
6742,60.4534746760895,0.796524257784214
4845,52.4176594253679,8.46153846153846
1904,55.4802806677958,8.31778192482005
7167,73.3421003193688,5.69948186528497
2289,96.45929847782921,7.26538849646821
2904,57.282552753474,7.58980301274623
6061,64.2714570858283,8.14432989690722
3763,77.8485757121439,2.7458811782326498
1090,50.1926782273603,11.6937598321972
4005,34.1978609625668,13.7981330221704
3070,52.1337946943483,7.090909090909089
1561,47.458791208791204,17.402164862614498
623,58.0634715025907,14.4452198185625
4437,54.2075736325386,18.6908517350158
3872,90.31047424087339,6.646410938093431
3133,32.7108092812677,28.780864197530896
7812,68.5328739592305,4.84419263456091
2335,85.5352303523035,4.12482065997131
660,88.6239249413604,10.9452736318408
3998,42.7347242921013,9.36599423631124
599,56.56812625027779,14.4996744085088
6959,67.5475882461652,5.96026490066225
957,67.4275138803208,5.359565807327
3206,63.307430791646404,2.36260914227016
5828,78.1818181818182,9.64332892998679
4588,59.95562950637831,22.8291316526611
1080,56.2528841716659,6.98254364089776
321,81.6744875277846,5.1618547681539795
4344,51.1294370742202,7.428323197219811
2762,34.2713567839196,10.4626334519573
2395,59.613696224758606,3.93700787401575
6601,20.8722741433022,4.00701959637321
861,66.4053751399776,6.15711252653928
7938,68.2403433476395,7.507987220447281
5182,53.912742382271496,5.4421768707483
1056,12.0884773662551,21.0234278668311
4484,57.3356807511737,11.952744961778999
924,34.4299923488906,11.0920034393809
1972,75.765595463138,2.94003868471954
7122,44.9339207048458,10.0719424460432
3691,68.45158411423469,16.986301369863
897,58.982734484367704,7.30804810360777
5745,46.8271334792123,10.7108081791626
5854,53.7105751391466,11.2337011033099
4903,30.6641837368094,28.1867145421903
1114,60.844250363901,7.91052918712493
6271,74.25569176882661,3.2665964172813498
1602,96.7464702271332,5.14488468361916
7748,54.2840023966447,7.00116686114352
5366,66.1966987620358,4.2020202020202
5309,64.3177290836653,6.10008883624519
4470,52.9045643153527,10.6010016694491
5463,63.679508654383,10.0917431192661
7393,70.3010577705452,7.19357826489657
5432,78.1981981981982,7.77126099706745
3843,54.8563286630254,8.215065502183409
4449,31.7582417582418,15.291445874337601
3973,54.2519874728981,26.7253688719657
1177,75.4639578042586,4.28082191780822
2122,37.5619425173439,16.4161849710983
2081,39.443742098609405,17.7024482109228
2415,74.0626920712969,4.5499505440158305
5596,44.2036290322581,1.7910447761194
60,46.0811756473058,11.3344051446945
2373,68.69658119658119,8.84210526315789
2362,68.47041847041851,6.929895245769541
4102,68.8455008488964,12.1212121212121
6741,47.363328495404,3.98089171974522
2124,48.1418918918919,4.13739266198283
3105,58.6449864498645,8.97984117287721
7659,62.9751702922435,3.84
1221,51.6806722689076,11.6325181758097
3531,59.3192868719611,7.56598240469208
3632,100.0,8.82352941176471
2557,36.0914900773629,19.0323870451819
1029,83.2984136486082,4.62633451957295
4443,64.9518752074345,6.11702127659574
7964,57.7900552486188,9.89650711513583
7103,32.7536231884058,14.645744174988101
483,41.658341658341705,35.869565217391305
2443,65.6709108716944,9.446169772256729
1751,48.821752265861,8.90151515151515
6176,41.1344537815126,9.325681492109041
7625,42.1560035056968,4.543429844098
3273,52.443754848719905,8.26552462526767
5334,49.9248120300752,6.3359528487229895
2087,43.7724550898204,25.8465791292329
252,47.4850597609562,9.17239318792949
1559,39.341494301393,16.4556962025316
7449,62.61711430356029,8.68588543616623
2,70.1864406779661,5.64599930723935
640,47.3383596070368,3.7440254912373896
3891,85.2701325178389,6.14192009540847
3620,89.7023330651649,5.42898691226369
6977,52.248639358350005,8.059269967473801
7473,49.2666091458154,5.93946316390634
370,63.602828158622806,10.2197418904779
7160,38.35904628331,3.23308270676692
5140,42.9530201342282,14.0659340659341
1635,52.0405368392221,4.32365657813465
4474,59.7690531177829,4.59647247461251
3847,38.3592859855678,12.2356495468278
427,67.2456575682382,20.1570680628272
1248,54.471788715486205,16.8027019420208
4542,70.4373177842566,12.2154779969651
5527,47.2953216374269,20.1336675020886
2378,90.7309721175584,7.03156212544946
7126,66.2304336669233,6.05302651325663
6117,81.1685393258427,2.85714285714286
784,79.79360852197071,5.2988874222138405
573,52.264581296839395,11.430793157076199
259,32.8385899814471,9.701492537313431
5612,61.5324776351614,4.57719162141195
2917,48.795552810376805,14.7401086113266
4735,58.199913457377804,11.2526539278132
5344,50.4100601421542,8.84353741496599
4702,32.967032967033,15.6424581005587
3101,70.3094777562863,5.25783619817998
1010,88.25812712275591,3.2624814631734997
1518,57.5173889780631,10.919540229885099
3673,51.2575452716298,3.26340326340326
5010,51.4761544284633,6.65116279069767
6508,62.4006058311246,12.770216172938401
3770,59.5612311722331,10.6956788231689
3815,63.8725490196078,21.2068965517241
7162,59.1803278688525,9.77798771846953
7913,73.6100815418829,2.78528934559221
3390,37.6673866090713,11.072056239015799
6893,40.8862876254181,10.1052631578947
558,40.1671799384074,15.3135634419057
5904,75.62175457775349,3.06064073226545
5650,29.3870192307692,2.64097073518915
399,54.3525969275786,9.17808219178082
2210,30.8617234468938,4.23841059602649
4851,64.5346453464535,9.41121928604543
3208,36.627450980392204,9.71703150026695
7623,47.2222222222222,7.7362409138110095
6513,54.4403892944039,5.10046367851623
193,63.546223388743094,12.3091020158827
2488,73.1306990881459,6.79611650485437
6890,61.965811965812,8.20687519355838
434,48.4670306593868,8.9041095890411
7165,32.4020178502134,4.46467273515388
5187,76.3727121464226,3.21248279027077
366,55.513307984790906,14.7854785478548
929,39.9236906000694,14.835575485799701
462,40.131807145334705,13.6054421768707
6719,82.7994875080077,4.46122168840082
2278,72.4364017833727,8.099173553719009
3430,52.6428571428571,9.3127147766323
4814,49.6378561081603,3.1866464339909
1980,41.1562284927736,6.41221374045802
6568,34.5036319612591,14.2755681818182
120,34.229249011857696,27.501337613697203
5129,42.0943134535368,5.35232961108972
5659,49.5791245791246,8.36501901140684
601,43.6870997255261,14.251207729468602
4452,93.8983050847458,21.741318570709602
4168,69.317540891145,6.56753407682776
4705,54.148471615720496,28.238866396761097
1122,68.1246857717446,8.355091383812011
6203,25.5019616893607,15.4848046309696
5437,85.15815085158151,3.2364840014711302
7920,71.9442165709598,7.37060041407867
3134,49.664694280078905,11.7620949844652
5959,67.8045725023489,5.14756348661633
2005,56.5746373420683,8.93312914752425
4276,71.3499514405957,17.752808988764
4095,48.500789058390296,12.0739456961294
1844,44.8067226890756,7.855361596009979
298,67.2743055555556,6.032482598607889
104,65.3919694072658,10.0534759358289
7801,52.9801324503311,7.78557753669432
7591,62.0405101275319,4.40528634361234
5882,65.7657657657658,4.07647907647908
7895,42.9237947122862,6.5719360568383705
539,61.826182618261804,9.17369308600337
6123,31.9551506657323,13.0636913063691
6927,61.4935822637106,7.569060773480659
5752,50.480413895048,2.38473767885533
7479,89.4280762564991,7.203791469194309
1263,64.9339207048458,3.56435643564356
2846,30.581266197704597,11.6394066184861
4429,53.819683413627,10.357815442561199
4367,74.5062836624776,3.2520325203252
6684,51.4222386405615,1.91693290734824
2683,64.8761659697652,9.19499105545617
7111,56.2850729517396,12.3515439429929
5792,44.6503287507472,11.4840989399293
962,73.6694677871149,3.64715860899067
6173,49.1407678244973,8.75512995896033
469,54.5731707317073,13.8602182247125
1632,45.4735740450026,3.79987333755542
7443,65.2469577666428,13.151364764268001
4407,45.6896551724138,2.13392200147167
4076,74.1927083333333,8.66790747141718
3864,63.5003253090436,8.58339148639218
5396,96.1428571428571,3.74687760199834
7010,46.818923327895604,3.8344722854973403
6690,95.5980861244019,3.10344827586207
2519,76.50036153289949,6.640625
2732,44.8409619860357,16.3766632548618
2535,63.4561626429479,9.5886822111606
330,33.4488734835355,11.6666666666667
7534,79.4871794871795,14.94140625
1812,49.5477386934673,14.441416893733
2026,55.270555165144096,5.97375690607735
4570,47.3769168684423,15.9235668789809
3451,49.1680532445923,9.32203389830508
1966,45.8793738489871,17.0904645476773
5816,48.6796785304248,14.718853362734299
3296,66.8879668049792,6.27580511973576
6362,65.0767987065481,3.8495188101487297
3346,82.5149700598802,2.96984810700521
991,50.5882352941176,29.8863636363636
4544,66.5898617511521,14.670846394984299
7330,65.6300268096515,9.6113074204947
5032,39.4582245430809,10.2098466505246
7813,60.2878916172735,6.00783630822812
3047,75.729115175482,9.68911917098446
4786,32.818532818532795,13.375
1696,52.4695776664281,7.31292517006803
831,61.16978066612509,13.1774707757705
7215,39.0337877889745,13.6056838365897
6987,57.9935275080906,4.8936170212766
2372,73.17589002467399,7.2463768115942
1794,24.9778956675508,13.8622891016872
2659,46.4179104477612,14.8633879781421
6434,56.0532150776053,6.253101736972699
7237,57.3268360598677,9.46571308371897
2977,52.964084811769794,18.2052604435276
6848,81.4878153056862,8.7436723423838
5152,40.8135283363803,8.51688693098385
952,52.843947496353906,2.64150943396226
3033,69.57210776545169,6.985294117647061
5559,51.8046709129512,4.00981996726678
1952,48.572834645669296,11.45958986731
6164,51.071155317521,8.52017937219731
4467,60.110497237569106,14.0718562874251
6770,49.3880489560835,13.016157989228
5597,47.5429678044057,3.13653136531365
6521,62.89764868603041,8.41889117043121
5079,79.37880243355751,2.55681818181818
4325,45.5815578064967,20.5174761688606
305,56.4692351926394,14.3542582966813
3199,57.428001140576,11.1572700296736
5830,45.292620865139895,19.382022471910098
2717,58.660508083140904,11.3759479956663
6136,36.8942731277533,19.6018376722818
1430,93.9600363306085,4.07002188183807
4399,49.2972972972973,19.5046439628483
214,41.3383364602877,19.0757128810226
5174,76.9630914045083,5.54335894621295
6256,31.185410334346496,14.2608695652174
5846,89.91081382385731,5.64042303172738
4191,71.7948717948718,13.8578978273635
1272,56.7753001715266,7.841239109390131
7109,39.6510434485118,9.40860215053763
7890,78.7264420331239,2.3079170318434103
7735,56.6521639569499,3.7862950058072
4899,48.273910582908904,9.50080515297907
6584,82.3837127103068,3.9856205064082504
7142,60.8414239482201,2.6002166847237302
7912,83.2010582010582,6.7604355716878395
7381,49.725705329153605,9.63529941467807
6154,70.9319526627219,6.69565217391304
2908,40.271493212669704,9.10746812386157
3886,60.4953408533595,5.59556786703601
4922,35.4562155541947,19.5085629188384
1547,43.6278674596432,7.461285781323319
7489,87.85084202085,6.09996064541519
5360,50.2722323049002,13.2476916900843
7977,70.7394646170156,5.37410926365796
4628,53.56422326832549,8.38815789473684
7549,66.9126691266913,8.781127129750981
3764,76.9991755976917,8.29894543787254
362,81.3237221494102,7.963963963963961
4224,52.5454545454546,8.139534883720929
862,47.1274685816876,5.8881256133464195
2332,46.7792370231395,19.8027937551356
6346,55.7387862796834,5.75313807531381
4244,58.7735276259866,9.335124244459369
590,45.3762755102041,8.33929849677881
1063,38.696461824953396,34.9729053772405
6651,25.0648228176318,24.8507119889757
6219,55.6766575840145,14.094775212636701
6992,33.6989907854322,4.07424173834314
1460,53.2445923460898,20.3683640303359
4809,42.2943221320973,31.0526315789474
5714,42.7664399092971,5.36559705418201
2767,53.8817310868847,12.2352941176471
3207,51.5727187791965,16.2113587347232
2597,55.2288673571667,11.4688128772636
5299,75.23992322456809,6.35751682872102
4,64.0060240963855,7.70135214579659
631,54.4938505203406,10.2294455066922
5929,43.145441892832295,7.11553175210406
7483,21.9929453262787,8.88962876643915
1183,95.9349593495935,13.4296028880866
6008,59.4150846587994,5.93220338983051
2076,59.645723775256,9.47129419396692
2113,34.9554234769688,9.02406417112299
64,59.7447395653674,8.503270488649479
1097,78.51985559566789,6.508313539192399
7761,59.6707818930041,7.72565017848037
339,68.4125705076551,6.00184672206833
331,45.1689996585866,18.1155900922778
4974,55.6246115599751,8.63605209047293
5699,49.0179333902647,7.33082706766917
1932,39.0228625117444,16.0997732426304
1532,64.2349903163331,4.96017378711079
1670,49.8399146211313,5.16884906960717
6966,68.5365853658537,7.222844344904809
724,61.222939612609196,9.29965556831228
7944,68.5544554455446,8.84531590413943
2886,71.955186122154,7.077169132347059
4415,54.433380749170205,14.6955503512881
4868,66.8567355666429,6.851922344880091
1331,75.1650584052819,13.8964577656676
5285,46.4046021093001,10.6695699510071
4230,52.669039145907504,7.565435640014339
5790,84.7838293093768,4.62317922735909
7746,43.1795386158475,8.24634655532359
6424,60.114741830880504,7.864077669902909
7441,67.3419107582809,5.80276608538785
6058,40.5258095543443,17.2648281072913
4959,32.4039186134137,14.716223003515799
6216,60.7430617726052,5.778648383937321
5150,60.2366255144033,2.61750633267661
3661,61.084056743595205,13.8809523809524
3470,82.83701569004161,5.252725470763131
4988,41.1819887429644,6.85071574642127
1479,51.8651685393258,11.2725159790819
2739,60.0283486888731,8.28729281767956
1311,70.4285714285714,4.29362880886427
890,66.37426900584799,6.19621342512909
7602,47.0636215334421,8.51906884596335
1732,65.31291611185091,10.8870967741935
4116,60.539629005059005,13.2166566083283
7251,62.679296346414105,6.1394101876675595
7405,61.252371916508494,12.3312331233123
3119,67.483562462642,9.42372881355932
4890,80.4414469650521,6.2715368711233594
4228,53.577981651376106,10.9452736318408
4368,50.206782464847,7.92079207920792
1643,49.870896348211005,9.14405010438413
4142,60.9436435124509,9.6004151530877
125,50.0311720698254,17.9159663865546
4219,56.24629958555361,13.7426900584795
4054,54.0360240160107,15.875370919881298
922,87.11932101847229,11.6414435389988
2477,80.792420327304,4.00473933649289
5887,57.2327044025157,4.69255663430421
6526,77.8342137342544,3.3649698015530602
6387,87.5400641025641,2.45971162001696
7279,51.81863477827599,8.843125378558451
6727,47.3684210526316,6.15796519410977
3222,51.005747126436795,11.7572692793932
5092,42.836607570675596,5.0864699898270604
7081,96.3813719320327,5.77991848832901
1591,43.8411078717201,12.6899016979446
2390,65.30025170801869,4.855161158710731
4723,49.384885764499096,7.0688030160226205
6689,41.8386491557223,12.4160296502201
1701,36.987270155587,9.664536741214059
3921,84.4934917940011,10.0479424690372
6918,71.56970362239299,7.60598503740648
6980,34.9531116794544,11.47301895965
7570,49.506101104009296,4.8747461069736
3485,80.7692307692308,8.439646712463201
1172,53.197470133520696,24.063745019920297
5706,78.4937466014138,3.84615384615385
6314,84.5042678923178,3.2974910394265198
5704,54.108216432865696,7.0749736008447695
5718,54.6805736636245,5.12202470623682
618,58.18608005769919,13.3419212366581
4852,61.0661268556005,5.5316091954023
6504,85.4352296093215,8.34959032383925
1271,71.3661883967561,7.8674948240165605
265,74.3964421855146,7.52496433666191
6331,26.8489984591679,11.8975249674338
3950,91.1990776325903,6.972067039106141
5342,55.096222380613,8.56031128404669
6001,30.9978768577495,28.7878787878788
4598,59.010238907849796,6.73316708229426
7928,57.2852396772663,8.92857142857143
6996,68.48316556751129,3.6424957841484003
1037,59.535333978702795,6.17433414043584
6672,43.6540016168149,11.126961483594899
7144,84.21052631578951,9.88719309887193
6845,51.0513615994485,5.93080724876442
2493,62.20828979449669,7.595818815331009
2820,65.1126651126651,15.722604552673399
2198,38.8424437299035,7.924528301886791
4707,63.1692418253683,6.767485822306241
4492,25.3295668549906,20.9055338177753
3092,82.76154171961029,16.8632590650939
3145,56.7605633802817,9.38438438438438
3634,46.6236559139785,17.8880291306327
2498,65.9929938022096,19.814629258516998
7444,83.5658914728682,8.82479552303056
6231,42.2057677318784,4.25045703839122
1287,64.0316205533597,4.2865890998162905
1508,40.9405255878285,12.1141975308642
5964,56.3420158550396,7.46268656716418
4145,45.285087719298204,0.268096514745308
3870,55.4905782975958,13.475421106909598
1244,69.3089430894309,10.342063067878101
6462,56.7753001715266,6.488382288469969
5151,63.2629777524244,7.02023298589822
466,74.1363211951447,8.15018315018315
898,61.895734597156405,12.3842592592593
1458,90.5797101449275,27.7481323372465
4602,57.9931972789116,17.561761546724
5720,58.4875040571243,7.35242135030046
6385,75.43632837750481,6.264740566037739
5757,42.6837972876517,9.250732524068649
7415,75.2562225475842,4.79735318444996
1765,59.295499021526396,9.2187967674349
5306,55.6807051909892,10.539067231980601
2730,86.264100862641,3.94207562349155
1335,52.32826187183029,8.12595226003047
6095,30.6790425012213,14.304291287386201
722,69.93185689948889,10.318528488111301
5141,54.9946294307197,6.82141165324491
5297,91.85360094451,4.24746075715605
4053,54.0360240160107,15.875370919881298
440,24.5864661654135,32.3178016726404
980,19.3548387096774,9.83513359863559
3915,92.1204946066825,5.56356298645143
4876,83.4664536741214,4.09090909090909
7713,55.356380708493404,5.35152151101784
744,63.9270771069934,5.27983104540655
4316,75.9095378564405,4.8856548856548905
642,24.268855823499198,16.043507817811
1676,46.5277777777778,6.49350649350649
6814,41.2011173184358,25.3164556962025
6124,35.752528256989905,11.6504854368932
884,61.9631901840491,8.60335195530726
7049,36.7003367003367,12.8834355828221
1500,89.0764647467726,3.5061728395061698
5522,45.7186544342508,12.4804992199688
5685,53.0216647662486,6.57124268054652
4250,44.882629107981195,10.4750304506699
3659,47.892234548336,11.3562621674238
6801,26.9808917197452,8.531431590068669
2669,50.30959752321979,12.240932642487
2631,48.351034097261,29.0472501936483
3209,58.67176301958909,5.8795180722891605
3781,30.1611903285803,18.5730464326161
274,82.48337028824831,15.9552424368007
3840,83.7647593097184,5.08006626173385
7467,62.119658119658105,15.980795610425199
1092,48.1722177091795,9.11207183239109
1840,40.296296296296305,13.2478632478632
2985,54.9913941480207,12.5867195242815
6886,79.9678521197508,7.79298036882808
2819,61.1650485436893,36.6666666666667
6468,47.9126024190402,11.7021276595745
7150,66.2063771026864,7.39822277330027
4342,58.984375,16.1832061068702
4607,58.7675469902451,16.7688534641324
7046,84.2971887550201,1.8173758865248202
4217,74.96328928046991,9.15570175438596
540,87.51958224543081,3.40057636887608
1439,81.46383715894329,4.16182283189956
117,23.915763135946598,21.231884057971
2199,29.2938099389712,15.3605015673981
2152,81.06751824817519,9.64972527472528
3674,64.9963689179375,6.42804967129291
4895,89.0599675850891,5.69146280579131
926,41.5855354659249,10.4666666666667
7837,58.33696125380931,4.51948051948052
2474,66.6666666666667,14.0934283452098
7640,88.6940298507463,4.219409282700419
6431,41.8491484184915,18.6224489795918
1185,89.0962099125364,8.86235072281584
3091,72.6033233915637,12.2268470343392
2942,72.8482328482329,7.333021952358711
1384,56.3318777292576,7.29684908789386
6703,17.346424974823798,6.848520023215319
44,68.63669325598259,11.2665406427221
15,30.3550295857988,9.31768158473955
2204,51.549463647199,13.860667634252499
5881,57.962962962963005,7.450771687067589
1088,61.5115465360392,7.444168734491311
6938,67.74513040607461,5.87792012057272
6369,9.14932680538556,10.8091967751568
7063,74.0696517412935,2.49848881724763
7395,59.775641025641,9.12778904665314
940,66.70630202140309,12.3142250530786
7468,63.15540859707131,9.36084549572219
4837,52.3699953980672,8.80964866282118
7758,82.6163818503241,4.99052432090967
3373,48.8946015424165,10.1440576230492
1562,69.7978596908442,3.96203054065208
4666,43.5675675675676,8.31946755407654
3268,76.88156773643851,7.76699029126214
3260,48.4300159659393,14.2767295597484
7326,38.074398249453,10.0334448160535
3787,81.7437252311757,5.90305984294611
925,62.2750838670326,12.279488066413
5487,42.242079610073105,8.919202518363061
6151,50.5938242280285,7.83505154639175
3958,63.862109260882306,25.6611865618299
2200,46.7614533965245,10.357403355215201
3037,48.936170212766,9.8820887142055
3854,86.35077793493639,7.17315850366371
6657,60.299527062532796,7.77063886531701
1637,58.789954337899495,8.56921287320667
1483,60.6788710907704,6.09705516383243
4120,53.871829105474,8.00542740841248
1160,46.190803019903896,10.526315789473701
845,30.913978494623702,2.34375
2644,46.0899653979239,14.1098484848485
3769,31.3253012048193,8.43310775637689
732,62.0148637489678,21.5784215784216
7835,57.369498464687794,1.93965517241379
4920,61.213235294117695,9.63855421686747
1852,65.55370061213131,5.24611398963731
1477,69.3044128646223,6.298220752637381
1407,59.2675635276532,6.54577620521893
757,35.2331606217617,18.7901498929336
2666,52.30369889682021,23.5618597320725
6957,34.9070818684078,7.14704159343878
1934,55.665764953411504,15.6382978723404
1285,58.9316239316239,15.928777670837299
2624,45.2238805970149,21.0376011423132
258,74.0157480314961,13.7478108581436
2911,67.7106636838181,9.37245313773431
1159,92.80835676978711,5.327313769751689
3315,62.07505518763799,8.82948562170919
4169,78.8739669421488,6.55072463768116
7132,51.7329255861366,6.961651917404129
624,47.294716740929296,7.432675044883299
7242,55.6028368794326,10.1226119190191
6687,87.0355731225296,5.14454814477578
4634,51.158768592182604,8.964388047482599
2383,83.7745098039216,6.8219633943427604
247,59.7185576077397,7.71812080536913
3976,47.165160230074,18.1403828623519
5228,56.816976127321,2.9126213592233
3960,63.5860058309038,22.9928057553957
6492,57.0150322118826,5.84206285253828
1626,40.0242718446602,13.0605381165919
6298,35.919282511210795,13.043478260869602
7233,34.1750841750842,13.389261744966399
1658,48.3071553228621,9.09442724458204
1440,45.3320500481232,11.751283513976
1634,44.5188091391646,6.63683818046234
2364,40.9797822706065,8.725602755453501
5737,61.2041210560206,5.03548496113552
705,71.91818684356,8.23461427333141
5271,44.3323727185399,5.74712643678161
5005,45.360824742268,16.137339055794
4468,63.8001638001638,5.03261882572227
3350,76.4507675028079,5.387052965142599
2626,49.3840985442329,22.5067385444744
