,id,rate_unemployment,percent_college,percent_married,median_income,percent_lunch,year,state,zip_code,school_type,school_level,average_act
5662,421308003155,-0.7149543737084133,-0.8158113336346853,0.7604842236214182,-0.199294040936049,-0.7666929006959202,2016-2017,PA,16153,Regular School,High,21.031746031746
6991,483039003413,-0.46948185593023184,0.5015227518886749,0.9074076509838586,0.7073939729931723,0.7438216658479485,2016-2017,TX,75150,Regular School,High,18.3699633699634
118,120039000594,-1.6623427165680984,0.6482816404461152,1.8587276868538778,-0.6631818971607101,0.6712299052905164,2016-2017,FL,33139,Regular School,High,19.5665445665446
1061,170993005894,-0.6034621042286876,2.0918674823844094,0.23240493648232052,2.1613243680060363,1.0477773595503832,2016-2017,IL,60607,Regular School,Other,18.8
6124,470177000597,0.3084280257127648,-1.2784201051517525,-0.9337371479875014,-1.1281490450419118,0.9673289541760081,2016-2017,TN,38012,Regular School,High,17.4
3035,262817006391,0.37976166904983605,-0.4846546178370113,0.5331781788873855,-0.4206733641795495,-0.20465832764272224,2016-2017,MI,48650,Regular School,High,19.2
3505,293087002134,-0.17114428531058526,-0.45398490867278907,0.23578606486147213,-0.20120355694377468,-0.7118945875056697,2016-2017,MO,65582,Regular School,High,19.7
7775,550960002603,3.9762513516243674,-0.4034446143086647,-1.4460122363235632,-1.6148265597066032,1.290153956569728,2016-2017,WI,53205,Regular School,High,16.6
7219,484293004891,-0.12386867599361553,0.1669879943322374,0.6125563772026382,0.3745985418206346,-0.43501889980755293,2016-2017,TX,75489,Regular School,High,20.982905982906
1437,174224004246,0.21385318012415827,-0.6970389327414863,-0.34146566742819673,-0.7508950998634134,0.4776969350163829,2016-2017,IL,62092,Regular School,High,17.7
2315,250204000069,-0.41607664219671714,0.778287796456254,1.6936470170868287,1.387970384877138,-1.0310450536447744,2016-2017,MA,1430,Regular School,High,22.1306471306471
4539,370309001321,0.8065921794992631,0.1004478481001559,-1.3075726991248762,-0.7485289604625359,-0.5346579713674161,2016-2017,NC,28387,Regular School,High,21.9352869352869
6662,481830001668,0.5989380133702307,-1.9304290865573925,-1.4543786665088234,-1.4956893653115448,2.0406940317819413,2016-2017,TX,79905,Regular School,High,18.7118437118437
